"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"EC VOTER
COUNTS",ANALYZED VOTER COUNT
22630,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,24,BUMAEFE,01,BUSHAKILO BORE HOLE,63,50,,113,113
22631,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,24,BUMAEFE,02,MAETE PRI. SCH.,97,97,,194,194
22632,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,25,BUWAYA,01,MAKHAKHALA PRI. SCH.,311,270,,581,581
22633,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,27,KAYOMBE,01,KAYOMBE PRI SCH,216,216,,432,432
22634,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,42,BUKHONZO,01,"LITTLE ANGELS
NURSERY & PRI. SCH.",371,331,,702,702
22635,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,44,BUKOMA,01,BUKIBOLI PRI. SCH.,243,206,,449,449
22636,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,44,BUKOMA,02,BUWANZALA T/C,218,216,,434,434
22637,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,74,MATENGE,01,MATENGE SIBANGA,102,83,,185,185
22638,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,74,MATENGE,02,"BUKITUTU CATHOLIC
CHURCH",137,133,,270,270
22639,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,75,NAMBAALE,01,NAMBAALE,198,170,,368,368
22640,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,76,BUKHWAYA,01,KIKWETSI PRI SCH,165,162,,327,327
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22641,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,77,SINYIFA,01,SINYIFA MOSQUE,149,142,,291,291
22642,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,77,SINYIFA,02,BUWASIBI T/C,152,126,,278,278
22643,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,78,BUBUTSATSA,01,"BUBUTSATSA SIBANGA
CHURCH",271,270,,541,541
22644,67,MANAFWA,126,"BUBULO COUNTY
WEST",07,BUKUSU,79,TEMBELELA,01,NAUYO T.C,299,289,,588,588
22645,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,12,BUNABWANA,01,BUWETSALO,167,141,,308,308
22646,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,12,BUNABWANA,02,"MAHONGE CATHOLIC
CHURCH",343,311,,654,654
22647,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,46,BUMIRUMI,01,LYAMBOKO PRI SCH,260,249,,509,509
22648,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,51,BUNABWILA,01,"BULYULI CATHOLIC
CHURCH",213,197,,410,410
22649,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,51,BUNABWILA,02,BUMISANGA (A‐M),334,252,,586,586
22650,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,51,BUNABWILA,03,BUMISANGA (N‐Z),163,200,,363,363
22651,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,63,MAKENYA,01,MAKENYA PRI SCH,383,347,,730,730
22652,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,65,NANDEREMA,01,KEEWA C.O.U.,417,380,,797,797
22653,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,71,"BUNYINZA TOWN
BOARD",01,"BUNYINZA PRI. SCH. (A‐
M)",332,222,,554,554
22654,67,MANAFWA,126,"BUBULO COUNTY
WEST",08,BUNABWANA,71,"BUNYINZA TOWN
BOARD",02,"BUNYINZA PRI. SCH. (N‐
Z)",181,242,,423,423
22655,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,14,KIMALULI,01,BUTTA G.C.S.,294,292,,588,586
22656,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,14,KIMALULI,02,SINYE C.O.U,206,210,,417,416
22657,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,28,BUFUMBULA,01,WOPUWA C.O.U,235,186,,423,421
22658,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,32,LWANJUSI,01,"LWANJUSI ACADEMY
PRI. SCH.",281,258,,545,539
22659,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,32,LWANJUSI,02,LWANJUSI PRI. SCH.,240,246,,488,486
22660,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,34,PUWA,01,PUWA CENTRE,407,356,,763,763
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22661,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,34,PUWA,02,SAMBA PRI. SCH.,173,164,,337,337
22662,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,35,SISATSA,01,NAMUKHONGE PRI SCH,199,193,,395,392
22663,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,35,SISATSA,02,"KANGOLE PRIMARY
SCHOOL",285,268,,554,553
22664,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,69,"MASAKA TOWN
BOARD",01,KIMALULI HIGH,189,145,,336,334
22665,67,MANAFWA,126,"BUBULO COUNTY
WEST",09,BUSUKUYA,69,"MASAKA TOWN
BOARD",02,BUTTA PRI SCH,365,339,,707,704
22666,67,MANAFWA,126,"BUBULO COUNTY
WEST",10,BUTTA,04,TOOMA BUTTA,01,TOOMA BUTTA PRI SCH,325,284,,609,609
22667,67,MANAFWA,126,"BUBULO COUNTY
WEST",10,BUTTA,31,FULUMA BUTTA,01,FULUMA G.C.S.,352,325,,677,677
22668,67,MANAFWA,126,"BUBULO COUNTY
WEST",10,BUTTA,53,BUSANTSA,01,BUSANTSA,268,238,,506,506
22669,67,MANAFWA,126,"BUBULO COUNTY
WEST",10,BUTTA,56,BUTTA,01,BUTTA,291,288,,579,579
22670,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,01,BUGOBERO,01,KABAALE T/C,459,400,,859,859
22671,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,01,BUGOBERO,03,SIKUSI PRI. SCH.,200,221,,421,421
22672,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,16,BUNANGABO,01,BUNANGABO PRI. SCH.,452,418,,870,870
22673,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,16,BUNANGABO,02,SIBANGA PRI. SCH.,134,128,,262,262
22674,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,47,BUMUFUNI,01,BUMUFUNI PRI. SCH.,322,301,,623,623
22675,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,47,BUMUFUNI,02,BUSERENGE C.O.U,243,210,,453,453
22676,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,60,KHABUTOOLA,01,BUNAMBALE C.O.U,289,264,,553,553
22677,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,60,KHABUTOOLA,02,BUWEBELE,159,103,,262,262
22678,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,60,KHABUTOOLA,03,SILUMBUSA C.O.U,155,158,,313,313
22679,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,60,KHABUTOOLA,04,KHABUTOOLA PRI. SCH.,290,307,,597,597
22680,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,66,NEKINA,01,BUKUSU C.O.U,420,411,,831,831
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22681,67,MANAFWA,126,"BUBULO COUNTY
WEST",11,KHABUTOOLA,66,NEKINA,02,"BUSANGAYI TRADING
CENTRE",425,408,,834,833
22682,67,MANAFWA,126,"BUBULO COUNTY
WEST",12,SISUNI,05,BUMAGAMBO,01,"SISUNI CHURCH OF
UGANDA",245,228,,473,473
22683,67,MANAFWA,126,"BUBULO COUNTY
WEST",12,SISUNI,68,SISUNI,01,"SISUNI PRIMARY
SCHOOL",276,292,,568,568
22684,67,MANAFWA,126,"BUBULO COUNTY
WEST",12,SISUNI,80,KIBUKWA,01,BUMUTUMA,248,226,,474,474
22685,67,MANAFWA,126,"BUBULO COUNTY
WEST",12,SISUNI,81,MAKENYA,01,MAKENYA MARKET,185,163,,348,348
22686,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,33,NALONDO BUTTA,01,"NALONDO BUTTA PR.
SCH",328,310,,638,638
22687,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,33,NALONDO BUTTA,02,BUBITUMU II T.C,183,196,,380,379
22688,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,36,WANGA,01,SIBEMBE C.O.U,282,291,,573,573
22689,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,49,BUMULEKHWA,01,WANGA II WANYAMA,264,245,,509,509
22690,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,55,BUTSEMA,01,NASYA,157,141,,298,298
22691,67,MANAFWA,126,"BUBULO COUNTY
WEST",13,NALONDO,55,BUTSEMA,02,KITSI UPLAND PRI SCH,234,256,,490,490
22692,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,11,BUWESWA,01,BUWESWA PRI SCH,337,333,,670,670
22693,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,19,BUTOTO,01,BUTOTO PRI SCH,205,221,,426,426
22694,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,40,BUBUKANZA,01,BUBUKANZA PRI. SCH.,244,254,,498,498
22695,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,52,BUNGOOLO,01,BUNGOOLO PRI. SCH.,233,229,,464,462
22696,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,52,BUNGOOLO,02,"MELEMBA TRADING
CENTRE",153,150,,303,303
22697,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,67,SHIBANGA,01,BUNAMUWENJE,194,210,,404,404
22698,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,72,BUWESONGA,01,BUWESONGA,166,210,,376,376
22699,67,MANAFWA,126,"BUBULO COUNTY
WEST",14,WESWA,72,BUWESONGA,02,MUCHINI,89,94,,183,183
22700,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,21,BUKHOFU,01,BUSIMAMBO PRI. SCH.,223,184,,407,407
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22701,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,26,IKAALI,01,IKAALI PRI SCH,265,215,,480,480
22702,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,26,IKAALI,02,BUMAKUSA T/C,58,68,,126,126
22703,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,43,BUKHWAYA,01,"BUMULALU CATHOLIC
CHURCH",182,156,,338,338
22704,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,43,BUKHWAYA,02,BUKHWAYA T/C,265,243,,508,508
22705,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,70,NAKHENDO,01,ASWAN,397,358,,755,755
22706,67,MANAFWA,126,"BUBULO COUNTY
WEST",15,BUKHOFU,73,NAMALOKO,01,BUKHOFU C.O.U,298,303,,601,601
22707,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,15,BUSAMBATSA I,01,BUSAMBATSA,127,110,,237,237
22708,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,15,BUSAMBATSA I,02,LIVING WATER CHURCH,104,120,,224,224
22709,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,53,BUMURWA,01,BUMURWA,321,327,,648,648
22710,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,54,BUSAMBATSA II,01,SAALA C.O.U.,269,267,,536,536
22711,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,60,BUWASU,01,BUWASU PRI SCH,169,168,,337,337
22712,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,60,BUWASU,02,WEKELE PRI SCH,353,300,,653,653
22713,67,MANAFWA,127,"BUBULO COUNTY
EAST",01,BUWABWALA,74,"BUSAMBATSA TOWN
BOARD",01,"BUWABWALA S/C
HQTRS",177,162,,339,339
22714,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,17,BUTEMULANI,01,BULANGA,177,150,,327,327
22715,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,17,BUTEMULANI,02,BUTEMULANI,226,212,,438,438
22716,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,17,BUTEMULANI,04,BUKITONGO B,172,153,,325,325
22717,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,17,BUTEMULANI,05,"MUNAMBA METHODIST
CHURCH",152,140,,292,292
22718,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,49,BUKISASATI,01,BUKISASATI,208,193,,401,401
22719,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,49,BUKISASATI,02,NAMISUNI TC,154,123,,277,277
22720,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,61,KISAWAYI,01,"BUMOYAYO FAITH
CHURCH",124,114,,238,238
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22721,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,61,KISAWAYI,02,KISAWAYI PRI. SCH.,346,330,,677,676
22722,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,61,KISAWAYI,03,BUKHARERE C.O.U,92,99,,191,191
22723,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,61,KISAWAYI,04,BUYASELE PAG CHURCH,183,146,,329,329
22724,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,65,BUMWONI,01,"SOSYO CHURCH OF
UGANDA",294,246,,540,540
22725,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,65,BUMWONI,02,BUSUBENDE,217,188,,405,405
22726,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,72,BWIRI,01,BWIRI PRI. SCH.,336,311,,647,647
22727,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,72,BWIRI,02,BUMANANGI/BUKHOLA,245,218,,463,463
22728,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,72,BWIRI,03,KOLOLO,169,162,,333,331
22729,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,78,KABOYI,01,KABOYI PRI. SCH.,413,401,,814,814
22730,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,78,KABOYI,02,AFRICANA S.S,65,62,,127,127
22731,67,MANAFWA,127,"BUBULO COUNTY
EAST",02,BUMWONI,78,KABOYI,03,"BUKHALEKE CATHOLIC
CHURCH",243,213,,456,456
22732,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,06,BUTETEYA,01,MULONDO P/S,401,324,,725,725
22733,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,06,BUTETEYA,02,"BUTETEYA CATHOLIC
CHURCH",44,63,,107,107
22734,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,06,BUTETEYA,03,MUFUTU PR SCHOOL,367,341,,708,708
22735,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,06,BUTETEYA,04,SIBUMBA MABANO B,139,130,,269,269
22736,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,06,BUTETEYA,05,SIBANGA T.C,82,117,,199,199
22737,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,07,BUWUNDU,01,NAKAWA T.C,211,199,,410,410
22738,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,07,BUWUNDU,02,SIREKELE G.C.S,72,52,,124,124
22739,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,07,BUWUNDU,03,BUMBO T/C,426,394,,820,820
22740,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,07,BUWUNDU,04,BUKIMUNA,201,199,,400,400
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22741,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,07,BUWUNDU,05,SIKOO,116,103,,219,219
22742,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,19,BUNANYAMA,01,BUTETEYA G.C.S.,249,248,,497,497
22743,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,19,BUNANYAMA,02,BUKHISONI PRI. SCH.,225,218,,443,443
22744,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,19,BUNANYAMA,04,BUMWALI PR SCH,315,319,,634,634
22745,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,19,BUNANYAMA,05,MUKHUYU T/C,151,142,,293,293
22746,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,50,BUMBO,01,"SIREKERE TRADING
CENTRE",396,361,,757,757
22747,67,MANAFWA,127,"BUBULO COUNTY
EAST",03,BUMBO,50,BUMBO,02,LIRIMA P/S,129,142,,271,271
22748,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,10,BUYAKA,01,"NAMISINDWA PR. SCH.
1",299,309,,608,608
22749,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,10,BUYAKA,02,BUWASIBA P/S,258,224,,482,482
22750,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,22,NAMISINDWA,01,BUKWAMBEYI P/S,417,458,,875,875
22751,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,40,BUWERE,01,BUNAMUNZU C.O.U,432,424,,856,856
22752,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,48,BUKIBUMBI,01,BUKIBUMBI,419,432,,851,851
22753,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,48,BUKIBUMBI,02,NAMISINDWA GCS,249,246,,495,495
22754,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,58,BUWANDYAMBI,01,"BUWANDYAMBI PRI
SCH",345,330,,675,675
22755,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,68,"TSAKHANA TOWN
BOARD",01,"NAMISINDWA PRI.
SCH.II",315,255,,570,570
22756,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,68,"TSAKHANA TOWN
BOARD",02,BUWERE,200,224,,424,424
22757,67,MANAFWA,127,"BUBULO COUNTY
EAST",04,BUPOTO,68,"TSAKHANA TOWN
BOARD",03,BUMURUNDI,173,196,,369,369
22758,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,11,BUMULIKA,01,"BUMULA BAPTIST
CHURCH",124,121,,246,245
22759,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,11,BUMULIKA,02,NEMBA P/S (A‐M),190,215,,405,405
22760,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,11,BUMULIKA,03,BUTSEMAYI PRI. SCH.,279,267,,547,546
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22761,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,11,BUMULIKA,04,NEMBA P/S  (N‐Z),318,265,,584,583
22762,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,12,BUMUYONGA,01,SIBUSE PRI SCH,375,359,,735,734
22763,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,12,BUMUYONGA,02,SIBEMBE PRI SCH,191,201,,392,392
22764,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,12,BUMUYONGA,04,MUKHUYU T/C,224,186,,410,410
22765,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,12,BUMUYONGA,05,BULATSE P/S,284,251,,535,535
22766,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,13,BUMUSOMI,01,"BUMALANGA CATHOLIC
CHURCH",409,332,,741,741
22767,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,13,BUMUSOMI,02,SIBANGA P/S,104,118,,222,222
22768,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,57,BUWAMBWA,01,SIYIRA BAPTIST CHURCH,197,182,,379,379
22769,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,57,BUWAMBWA,02,"BUMANGASA BAPTIST
CHURCH",197,172,,369,369
22770,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,57,BUWAMBWA,03,S.D.A MUFUTU CHURCH,190,181,,371,371
22771,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,57,BUWAMBWA,04,MUSIYE PRI. SCH.,423,399,,822,822
22772,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,64,NAMITSA,01,WEKELEKHA PRI. SCH,235,223,,458,458
22773,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,64,NAMITSA,02,BUKIKAYI P/S,423,408,,831,831
22774,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,64,NAMITSA,03,"BUWESA CATHOLIC
CHURCH",116,114,,230,230
22775,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,69,"BUBUTU TOWN
BOARD",01,"BUKIBETI NEW
APOSTOLIC CHURCH",192,180,,372,372
22776,67,MANAFWA,127,"BUBULO COUNTY
EAST",05,BUBUTU,69,"BUBUTU TOWN
BOARD",02,BUBUTU C.O.U,385,360,,745,745
22777,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,14,BUSIMAOLYA,01,BUWAMBINGWA (A‐M),210,180,,390,390
22778,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,14,BUSIMAOLYA,03,BUWAMBINGWA (N‐Z),289,303,,592,592
22779,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,24,BUMITYERO,01,MAGALE INSTITUTE,209,217,,426,426
22780,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,24,BUMITYERO,02,TSERONO PR SCHOOL,419,381,,800,800
"SER
NO","DIST
CODE",DISTRICT_NAME,"EA
CODE",EA_NAME,"SCTY
CODE",SCOUNTY_NAME,"PAR
CODE",PARISH NAME,"PS
CODE",PS NAME,"NO OF
FEMALES",NO OF MALES,,"VOTER
COUNTS", 
22781,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,25,BUKIBETI,01,"NASERE CATHOLIC
CHURCH",289,297,,586,586
22782,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,25,BUKIBETI,02,MARESI,218,256,,474,474
22783,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,25,BUKIBETI,03,BUKIBETI CHURCH,238,216,,454,454
22784,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,25,BUKIBETI,04,NAMUNYIRI CHURCH,108,113,,221,221
22785,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,26,BUTSEBENI,01,MAALA PR SCHOOL,473,427,,900,900
22786,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,26,BUTSEBENI,02,NALUWANDE,205,198,,403,403
22787,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,26,BUTSEBENI,03,BUMBOTSA CHURCH,171,174,,345,345
22788,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,27,MAKUNYA,01,MAKUNYA P/S(A‐M),210,203,,413,413
22789,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,27,MAKUNYA,02,SITUYI P/S,301,268,,569,569
22790,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,27,MAKUNYA,03,MAKUNYA P/S (N‐Z),252,287,,539,539
22791,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,63,"MAGALE TOWN
BOARD",01,MAGALE MIXED,179,155,,334,334
22792,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,63,"MAGALE TOWN
BOARD",02,"MAGALE CO‐OP
SOCIETY",448,397,,845,845
22793,67,MANAFWA,127,"BUBULO COUNTY
EAST",06,MAGALE,63,"MAGALE TOWN
BOARD",03,"MAGALE PARENTS
BUTINGO",317,272,,589,589
22794,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,09,BUWASUNGUYI,01,MUTONGO,263,228,,491,491
22795,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,09,BUWASUNGUYI,02,SIIBI'S SIBANGA,338,293,,631,631
22796,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,28,NAMUNYALI,01,KIWATSALA T/C,262,259,,521,521
22797,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,28,NAMUNYALI,02,NAMUNYALI G.C.S.,259,234,,493,493
22798,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,29,BUMUSOMI,01,NAMIRAMA PR SCH,378,357,,735,735
22799,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,29,BUMUSOMI,02,"BUMABENTSU
DELIVERANCE CHURCH",178,154,,332,332
22800,67,MANAFWA,127,"BUBULO COUNTY
EAST",07,NAMABYA,32,MASAAKA,01,"MASAAKA PRI. SCH. (A‐
M)",219,230,,449,449
